Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Organic carbon (wt%),Carbon (wt%),Hydrogen (wt%),Nitrogen (wt%),Sulfur (wt%),Container number,Sample mass (mg),CHNS datafile
374,U1524,A,25,H,3,W,61.0,62.0,221.27,221.280,221.071,221.080,,0.6054,0,0.0558,0,18,11.7745,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,25,H,7,W,23.0,24.0,226.76,226.770,226.245,226.254,,0.1355,0,0.0345,0,19,12.682,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,26,H,1,W,122.0,123.0,228.52,228.530,228.480,228.490,,0.6543,0,0.0537,0,21,14.5151,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,26,H,4,W,133.0,134.0,233,233.010,232.815,232.824,,0.1049,0,0.0315,0,22,13.0566,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,27,H,1,W,124.0,125.0,238.04,238.050,237.965,237.975,,0.6555,0,0.0555,0,23,13.1349,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,27,H,3,W,100.0,101.0,240.63,240.640,240.399,240.408,,0.0258,0,0.0243,0,24,11.6793,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,27,H,6,W,123.0,124.0,245.3,245.310,244.788,244.797,,0.6532,0,0.0557,0,25,13.383,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,28,H,3,W,52.0,53.0,249.7,249.710,249.457,249.466,,0.6538,0,0.0560,0,26,12.8201,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,28,H,7,W,130.0,131.0,256.27,256.280,255.559,255.568,,0.1692,0,0.0341,0,27,12.3092,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,29,H,1,W,64.0,65.0,256.44,256.450,256.386,256.395,,0.6399,0,0.0533,0,28,12.281,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,29,H,4,W,64.0,65.0,260.82,260.830,260.395,260.404,,0.6593,0,0.0543,0,29,12.3451,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,30,H,1,W,73.0,75.0,266.03,266.050,266.027,266.047,,0.6476,0,0.0507,0,30,11.533,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,30,H,4,W,36.0,38.0,269.7,269.720,269.683,269.703,,0.0760,0,0.0295,0,31,15.7026,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,31,F,CC,W,30.0,31.0,270.6,270.610,270.579,270.588,,0.0910,0,0.0308,0,32,12.7915,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,32,X,2,W,56.0,57.0,271.83,271.840,271.830,271.840,,0.6224,0,0.0530,0,33,11.9951,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,33,X,1,W,90.0,91.0,281.2,281.210,281.200,281.210,,0.6380,0,0.0540,0,34,12.7379,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
374,U1524,A,34,X,CC,W,9.0,10.0,289.99,290.000,289.990,290.000,,b.d.,0,0.0206,0,35,11.9445,374-CHNS-45957721-374_U1524_run2_wtpct_upload.XLS
